"903","Game","The Egypt Game","Zilpha Keatley Snyder","Fiction","Young Adult","Childrens","3.82","35057","2022/03/19"
"904","","The Game Maker's Apprentice: Game Development for Beginners","Jacob Habgood","Reference","Computer Science","Computers","3.95","141","2022/03/19"
"905","Inner Game","The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance","W. Timothy Gallwey","Nonfiction","Psychology","Sports","4.19","13677","2022/03/19"
"906","","Game of Shadows: Barry Bonds, Balco, and the Steroids Scandal That Rocked Professional Sports","Mark Fainaru-Wada","Sports","Sports","Sports","3.82","5488","2022/03/19"
"907","","The City Game","Pete Axthelm","Sports","Sports","Sports","4.05","314","2022/03/19"
"908","","Jim Cramer's Real Money: Sane Investing in an Insane World","James J. Cramer","Economics","Finance","Nonfiction","3.69","2035","2022/03/19"
"909","","Jim Cramer's Mad Money: Watch TV, Get Rich","James J. Cramer","Business","Nonfiction","Economics","3.51","820","2022/03/19"
"910","","Trading with the Enemy: Seduction and Betrayal on Jim Cramer's Wall Street","Nicholas W. Maier","Nonfiction","Economics","Finance","3.73","90","2022/03/19"
"911","","The Forewarned Investor: Don't Get Fooled Again by Corporate Fraud","Brett S. Messing","","","","3.4","5","2022/03/19"
"912","Rich Dad","Rich Dad, Poor Dad","Robert T. Kiyosaki","Business","Nonfiction","Economics","4.11","481837","2022/03/19"
"913","Rich Dad","Rich Dad Poor Dad Classics - Boxed Set","Robert T. Kiyosaki","Business","Nonfiction","Economics","4.11","481837","2022/03/19"
"914","Rich Dad","Rich Dad, Poor Dad 2: Cash Flow Quadrant - Rich Dad's Guide to Financial Freedom","Robert T. Kiyosaki","Business","Economics","Finance","4.12","47841","2022/03/19"
"915","John Rain","A Lonely Resurrection","Barry Eisler","Thriller","Fiction","Mystery","4.12","9185","2022/03/19"
"916","","And a Hard Rain Fell","John Ketwig","History","Nonfiction","War","4.13","770","2022/03/19"
"917","","And a Hard Rain Fell","John Ketwig","History","Nonfiction","War","4.13","770","2022/03/19"
"918","","Hard Rain","Tim Riley","Music","Poetry","Biography","3.47","49","2022/03/19"
"919","Amsterdam Cops Mysteries","Hard Rain","Janwillem van de Wetering","Mystery","Fiction","Mystery","3.98","250","2022/03/19"
"920","","Hard Rain","Peter Abrahams","Mystery","Fiction","Suspense","3.72","170","2022/03/19"
"921","","Hard Rain: History of the Browning Machine Guns","Frank Iannamico","","","","5.0","1","2022/03/19"
"922","","Hard Rain: Our Head Long Collision with Nature","Mark Ryall Edwards","Poetry","Art","Photography","4.13","15","2022/03/19"
"923","","Hard rain","Matthew W. Mallen","","","","4.0","2","2022/03/19"
"924","Code Red","Hard Rain","Darlene Scalera","","","","4.37","35","2022/03/19"
"925","John Rain","A Clean Kill in Tokyo","Barry Eisler","Thriller","Fiction","Mystery","3.98","17926","2022/03/19"
"926","","Whatever the Weather: When the Rain Falls (Whatever the Weather)","Mary Lonsdale","","","","3.25","4","2022/03/19"
"927","","The Rain Falls Like Rain: Poems","David Helwig","","","","5.0","1","2022/03/19"
"928","","The Rain Falls Like Rain: Poems","David Helwig","","","","5.0","1","2022/03/19"
"929","","Memoirs of a Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"930","","Memoirs of a Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"931","","Memoirs of a Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"932","","Memoirs of a Geisha: A Portrait of the Film","David    James","Nonfiction","","","4.12","165","2022/03/19"
"933","","Memoirs of a Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"934","","","","","","","","","2022/03/19"
"935","","Geisha of Gion","Mineko Iwasaki","Nonfiction","Cultural","Japan","3.89","22662","2022/03/19"
"936","","Memoirs Of A Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"937","","Memoirs of a Geisha","Arthur Golden","Fiction","Historical","Historical Fiction","4.13","1847862","2022/03/19"
"938","","How to Make Anyone Fall in Love with You","Leil Lowndes","Self Help","Psychology","Nonfiction","3.57","1207","2022/03/19"
"939","","How To Get Laid: The Rules On How To Succeed With Women And How To Make Anyone Fall In Love With You","Michael James","","","","3.0","2","2022/03/19"
"940","","Self-Help Pak: Love Tactics/How to Make Anyone Fall in Love with You","Thomas McKnight","","","","5.0","1","2022/03/19"
"941","","Love As A Foreign Language #5","J. Torres","Sequential Art","Graphic Novels","Sequential Art","3.55","11","2022/03/19"
"942","","Los 5 Lenguajes Del Amor De Los Ninos / The Five Languages Of Love For Children","Gary Chapman","Parenting","Nonfiction","Self Help","4.17","22243","2022/03/19"
"943","","Marriage Special Package- 2 books- Five Love Languages/Fight Fair","Gary Chapman","","","","4.3","40","2022/03/19"
"944","","Jungle Love","Margaret Johnson","Romance","","","3.33","78","2022/03/19"
"945","","","","","","","","","2022/03/19"
"946","","Jungle Love","Margaret Johnson","Romance","","","3.33","78","2022/03/19"
"947","","First Impressions","Nora Roberts","Romance","Holiday","Christmas","3.77","8226","2022/03/19"
"948","","Building Literacy with Love: A Guide for Teachers and Caregivers of Children Birth Through Age 5","Betty S. Bardige","","","","3.63","16","2022/03/19"
"949","","One World?","Catherine Allan","","","","5.0","1","2022/03/19"
"950","","","","","","","","","2022/03/19"
"951","","The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate","Gary Chapman","Nonfiction","Self Help","Relationships","4.27","2718","2022/03/19"
"952","","The Five Love Languages of Children","Gary Chapman","Parenting","Nonfiction","Self Help","4.17","22243","2022/03/19"
"953","","Los 5 Lenguajes del Amor Para Solteros","Gary Chapman","Nonfiction","Self Help","Relationships","4.11","10764","2022/03/19"
"954","","The Five Love Languages of Teenagers","Gary Chapman","Parenting","Nonfiction","Self Help","4.13","2998","2022/03/19"
"955","","The 5 Love Languages / The 5 Love Languages Journal","Gary Chapman","","","","4.53","51","2022/03/19"
"956","","The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate","Gary Chapman","Nonfiction","Self Help","Relationships","4.27","2718","2022/03/19"
"957","","Five Love Languages Journal: How To Express Heartfelt Commitment To Your Mate","Gary Chapman","","","","4.18","11","2022/03/19"
"958","","The Five Love Languages","Gary Chapman","Nonfiction","Self Help","Relationships","4.26","355726","2022/03/19"
"959","","Los Cinco Lenguajes Del Amor/the Five Languages of Love","Gary Chapman","Nonfiction","Self Help","Relationships","4.26","355726","2022/03/19"
"960","Robert Langdon","Angels & Demons","Dan Brown","Fiction","Mystery","Thriller","3.92","2929011","2022/03/19"
"961","","Angels and Demons: What Do We Really Know About Them?","Peter Kreeft","Religion","Christianity","Catholic","4.07","508","2022/03/19"
"962","","Angels, Demons & Gods of the New Millenium: Musings on Modern Magick","Lon Milo DuQuette","Occult","Magick","Occult","4.13","186","2022/03/19"
"963","A Guide to Imagery","Angels and Demons in Art","Rosa Giorgi","Art","Nonfiction","Art","4.1","99","2022/03/19"
"964","","Secrets of Angels and Demons","Dan Burstein","Nonfiction","History","Religion","3.54","186","2022/03/19"
"965","Robert Langdon","Ángeles y demonios","Dan Brown","Fiction","Mystery","Thriller","3.92","2929011","2022/03/19"
"966","Robert Langdon","Angeles & Demonios","Dan Brown","Fiction","Mystery","Thriller","3.92","2929011","2022/03/19"
"967","","Angel Customers & Demon Customers: Discover Which is Which, and Turbo-Charge Your Stock","Larry Selden","Business","","","3.46","28","2022/03/19"
"968","Robert Langdon","The Da Vinci Code","Dan Brown","Fiction","Mystery","Thriller","3.89","2127109","2022/03/19"
"969","Robert Langdon","The Da Vinci Code","Dan Brown","Fiction","Mystery","Thriller","3.89","2127109","2022/03/19"
"970","","Fodor's Guide to The Da Vinci Code: On the Trail of the Bestselling Novel","Jennifer Paull","Nonfiction","Travel","","3.59","44","2022/03/19"
"971","","The Truth Behind the Da Vinci Code","Richard Abanes","Religion","Christian","Nonfiction","3.28","80","2022/03/19"
"972","Robert Langdon","Da Vinci Code","Dan Brown","Fiction","Mystery","Thriller","3.89","2127109","2022/03/19"
"973","Museum der Abenteuer","Who Can Crack the Leonardo Da Vinci Code?","Thomas C. Brezina","","","","3.52","44","2022/03/19"
"974","","The Da Vinci Code: Fact or Fiction?","Hank Hanegraaff","Christian","Nonfiction","Religion","3.7","157","2022/03/19"
"975","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"976","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"977","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"978","Cape Perdido","Point Deception","Marcia Muller","Mystery","Fiction","Thriller","3.73","815","2022/03/19"
"979","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"980","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"981","","حقيقة الخديعة","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"982","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"983","","Deception Point","Dan Brown","Fiction","Thriller","Mystery","3.73","631430","2022/03/19"
"984","Louis Kincaid","A Killing Rain","P.J. Parrish","Mystery","Fiction","Thriller","4.04","644","2022/03/19"
"985","","A Killing Rain: The Global Threat of Acid Precipitation","Thomas F. Pawlick","","","","4.0","2","2022/03/19"
"986","","A Killing Rain and Other Stories","Reid Laurence","","","","5.0","1","2022/03/19"
"987","Louis Kincaid","A Killing Rain","P.J. Parrish","Mystery","Fiction","Thriller","4.04","644","2022/03/19"
"988","John Rain","Winner Take All","Barry Eisler","Thriller","Fiction","Mystery","4.16","8646","2022/03/19"
"989","","There Wasn't Any Rain or Storm","Howard Major","","","","5.0","1","2022/03/19"
"990","","A Storm Without Rain: A Novel in Time","Jan Adkins","Fantasy","Fiction","Science Fiction","4.09","35","2022/03/19"
"991","Hudson","Eye of the Storm","V.C. Andrews","Fiction","Young Adult","Horror","3.83","4125","2022/03/19"
"992","","Fire in the Rain...Singer in the Storm: An Autobiography","Holly Near","Music","Autobiography","Memoir","3.75","28","2022/03/19"
"993","","Storm in a Rain Barrel","Anne Mather","Category Romance","Harlequin","Romance","3.26","107","2022/03/19"
"994","","What Every Investor Needs to Know about Accounting Fraud","Jeff Madura","","","","3.27","15","2022/03/19"
"995","","What Every Fidelity Investor Needs to Know","James Lowell","","","","3.86","7","2022/03/19"
"996","","What Every Real Estate Investor Needs to Know about Cash Flow...and 36 Other Key Financial Measures","Frank Gallinelli","Business","Economics","Finance","4.07","912","2022/03/19"
"997","","The Real Estate Investor's Tax Guide","Vernon Hoven","","","","5.0","1","2022/03/19"
"998","","The Millionaire Next Door: The Surprising Secrets of America's Wealthy","Thomas J. Stanley","Economics","Finance","Nonfiction","4.05","92302","2022/03/19"
"999","","The Millionaire Next Door: The Surprising Secrets of Americas Wealthy","Thomas J. Stanley","Economics","Finance","Nonfiction","4.05","92302","2022/03/19"
"1000","","Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen","Thomas J. Stanley","Economics","Finance","Nonfiction","3.87","709","2022/03/19"
